Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Obama,Romney,Undecided,Other,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
Marist/McClatchy,2011-01-06,2011-01-10,2011-01-14T10:11:10Z,827,Registered Voters,Live Phone,51.0,38.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-10827,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US110106/Obama/Complete%20January%2014,%202011%20USA%20Poll%20Release%20and%20Tables.pdf",Nonpartisan,None,,1
Zogby (Internet),2010-12-30,2011-01-03,2011-01-04T16:07:27Z,2073,Likely Voters,Internet,41.0,41.0,6.0,12.0,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-10788,http://www.zogby.com/news/ReadNews.cfm?ID=1937,Nonpartisan,None,,1
NBC/WSJ,2010-12-09,2010-12-13,2010-12-16T11:16:33Z,1000,Adults,Live Phone,47.0,40.0,7.0,6.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-10738,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/101770%20Dec%20NBC-WSJ%20Filled%20inV1.pdf,Nonpartisan,None,,1
Politico / Penn Schoen Berland,2010-12-03,2010-12-08,2010-12-15T17:47:12Z,1668,Adults,Internet,40.0,33.0,27.0,,https://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10735,http://www.politico.com/static/PPM187_politicoreport.html,Sponsor,Other,,1
Zogby (Internet),2010-11-19,2010-11-22,2010-11-22T17:52:37Z,2032,Likely Voters,Internet,38.0,44.0,3.0,15.0,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-10655,http://www.zogby.com/news/ReadNews.cfm?ID=1924,Nonpartisan,None,,1
PPP (D),2010-11-19,2010-11-21,2010-11-29T16:01:16Z,707,Registered Voters,Automated Phone,47.0,46.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-10667,http://www.publicpolicypolling.com/pdf/PPP_Release_National_1129.pdf,Pollster,Dem,,1
Quinnipiac,2010-11-08,2010-11-15,2010-11-22T12:44:56Z,2424,Registered Voters,Live Phone,44.0,45.0,9.0,2.0,https://elections.huffingtonpost.com/pollster/polls/quinnipiac-10653,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1538,Nonpartisan,None,,1
Politico / Penn Schoen Berland,2010-11-08,2010-11-11,2010-11-16T10:55:05Z,1668,Adults,Internet,40.0,32.0,28.0,,https://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10632,http://www.politico.com/static/PPM182_101115_report_nov.html,Sponsor,Other,,1
CNN,2010-10-27,2010-10-30,2010-11-08T12:06:30Z,921,Registered Voters,Live Phone,45.0,50.0,1.0,3.0,https://elections.huffingtonpost.com/pollster/polls/cnn-10568,http://politicalticker.blogs.cnn.com/2010/11/04/cnn-poll-obama-vs-palin-in-2012/,Nonpartisan,None,,1
FOX,2010-09-28,2010-09-29,2010-11-08T12:04:22Z,900,Registered Voters,Live Phone,41.0,40.0,11.0,7.0,https://elections.huffingtonpost.com/pollster/polls/fox-10567,http://www.foxnews.com/projects/pdf/100110_fox_news_poll.pdf,Nonpartisan,None,,1
PPP (D),2010-09-10,2010-09-13,2010-09-17T15:16:02Z,590,Registered Voters,Automated Phone,46.0,43.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-9153,http://www.publicpolicypolling.com/pdf/PPP_Release_National_917.pdf,Pollster,Dem,,1
Politico / Penn Schoen Berland,2010-08-06,2010-08-11,2010-11-08T12:00:01Z,1668,Adults,Internet,42.0,33.0,24.0,,https://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10566,http://www.politico.com/static/PPM152_1008013_politicoreport.html,Sponsor,Other,,1
PPP (D),2010-08-06,2010-08-09,2010-08-13T03:54:21Z,606,Registered Voters,Automated Phone,45.0,42.0,13.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-8694,http://www.publicpolicypolling.com/pdf/PPP_Release_National_812.pdf,Pollster,Dem,,1
Zogby (Internet),2010-07-16,2010-07-19,2010-11-08T11:54:08Z,8487,Likely Voters,Internet,45.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-10565,http://politics.usnews.com/news/blogs/washington-whispers/2010/07/27/poll-obama-beats-romney-palin-and-dirty-harry,Nonpartisan,None,,1
Politico / Penn Schoen Berland,2010-07-09,2010-07-14,2010-11-08T11:50:54Z,1011,Adults,Internet,39.0,35.0,26.0,,https://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10564,http://www.politico.com/static/PPM136_100718_poll_report.html,Sponsor,Other,,1
PPP (D),2010-07-09,2010-07-12,2010-07-15T08:49:24Z,667,Registered Voters,Automated Phone,43.0,46.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-8343,http://www.publicpolicypolling.com/pdf/PPP_Release_National_715.pdf,Pollster,Dem,,1
PPP (D),2010-06-04,2010-06-07,2010-06-10T12:17:39Z,650,Registered Voters,Automated Phone,45.0,42.0,13.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-8074,http://www.publicpolicypolling.com/pdf/PPP_Release_National_610.pdf,Pollster,Dem,,1
PPP (D),2010-05-07,2010-05-09,2010-05-12T15:17:23Z,707,Registered Voters,Automated Phone,46.0,44.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-7857,http://www.publicpolicypolling.com/pdf/PPP_Release_National_512.pdf,Pollster,Dem,,1
CNN,2010-04-09,2010-04-11,2010-11-08T11:40:42Z,907,Registered Voters,Live Phone,53.0,45.0,,1.0,https://elections.huffingtonpost.com/pollster/polls/cnn-10563,http://i2.cdn.turner.com/cnn/2010/images/04/13/rel7d.pdf,Nonpartisan,None,,1
PPP (D),2010-04-09,2010-04-11,2010-04-15T09:22:40Z,622,Registered Voters,Automated Phone,44.0,45.0,10.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-7610,http://www.publicpolicypolling.com/pdf/PPP_Release_National_415.pdf,Pollster,Dem,,1
Clarus,2010-03-17,2010-03-20,2010-11-08T11:36:08Z,1050,Registered Voters,Live Phone,45.0,41.0,14.0,,https://elections.huffingtonpost.com/pollster/polls/clarus-10562,http://www.clarusrg.com/sites/default/files/Clarus_March%2025.pdf,Nonpartisan,None,,1
PPP (D),2010-03-12,2010-03-14,2010-03-18T09:19:18Z,1403,Registered Voters,Automated Phone,44.0,44.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-7372,http://www.publicpolicypolling.com/pdf/PPP_Release_National_318.pdf,Pollster,Dem,,1
PPP (D),2010-02-13,2010-02-15,2010-02-18T10:39:08Z,743,Registered Voters,Automated Phone,45.0,43.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-7167,http://www.publicpolicypolling.com/pdf/PPP_Release_National_2181205.pdf,Pollster,Dem,,1
PPP (D),2010-01-18,2010-01-19,2010-01-22T10:41:32Z,1151,Registered Voters,Automated Phone,44.0,42.0,15.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-6970,http://www.publicpolicypolling.com/pdf/PPP_Release_National_122.pdf,Pollster,Dem,,1
FOX,2010-01-12,2010-01-13,2010-11-08T11:26:58Z,900,Registered Voters,Live Phone,47.0,35.0,10.0,5.0,https://elections.huffingtonpost.com/pollster/polls/fox-10561,http://www.foxnews.com/projects/pdf/012110_poll.pdf,Nonpartisan,None,,1
PPP (D),2009-12-04,2009-12-07,2009-12-10T08:10:07Z,1253,Registered Voters,Automated Phone,47.0,42.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-6695,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_1210.pdf,Pollster,Dem,,1
Rasmussen,2009-11-24,2009-11-24,2009-11-25T08:50:13Z,800,Likely Voters,Automated Phone,44.0,44.0,5.0,6.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-6608,http://www.rasmussenreports.com/public_content/politics/elections2/election_2012/toplines/toplines_lou_dobbs_november_24_2009,Nonpartisan,None,,1
PPP (D),2009-11-13,2009-11-15,2009-11-20T08:45:21Z,1066,Registered Voters,Automated Phone,48.0,43.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-6581,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_1120.pdf,Pollster,Dem,,1
PPP (D),2009-10-16,2009-10-19,2009-10-22T08:16:05Z,766,Registered Voters,Automated Phone,48.0,40.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-6370,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_1022424.pdf,Pollster,Dem,,1
PPP (D),2009-09-21,2009-09-21,2009-09-24T10:45:45Z,621,Registered Voters,Automated Phone,48.0,39.0,13.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-6144,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_9241023.pdf,Pollster,Dem,,1
Clarus,2009-08-14,2009-08-18,2010-11-08T11:11:21Z,1003,Registered Voters,Live Phone,47.0,38.0,15.0,,https://elections.huffingtonpost.com/pollster/polls/clarus-10560,http://www.clarusrg.com/press_releases/2009/Obam-Aug09-Clarus-poll-aug24%20ppt.pdf,Nonpartisan,None,,1
PPP (D),2009-08-14,2009-08-17,2009-08-20T08:31:37Z,909,Registered Voters,Automated Phone,47.0,40.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-5880,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_820.pdf,Pollster,Dem,,1
Rasmussen,2009-07-18,2009-07-19,2010-11-08T11:05:08Z,1000,Likely Voters,Automated Phone,45.0,45.0,3.0,7.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-10559,http://www.rasmussenreports.com/public_content/politics/elections2/election_2012/2012_match_ups_obama_romney_tied_at_45_obama_48_palin_42,Nonpartisan,None,,1
PPP (D),2009-07-15,2009-07-16,2010-11-08T11:02:37Z,577,Registered Voters,Automated Phone,49.0,40.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-10558,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_720.pdf,Pollster,Dem,,1
PPP (D),2009-06-12,2009-06-16,2010-11-08T10:58:00Z,638,Registered Voters,Automated Phone,48.0,40.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-10557,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_618.pdf,Pollster,Dem,,1
PPP (D),2009-05-14,2009-05-18,2010-11-08T10:49:08Z,1000,Registered Voters,Automated Phone,53.0,35.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-10556,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_521.pdf,Pollster,Dem,,1
PPP (D),2009-04-17,2009-04-19,2010-11-08T10:45:18Z,686,Registered Voters,Automated Phone,50.0,39.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-10555,http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_423.pdf,Pollster,Dem,,1
PPP (D),2009-03-13,2009-03-15,2010-11-08T10:36:31Z,1403,Registered Voters,Automated Phone,44.0,44.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-10554,http://www.publicpolicypolling.com/pdf/PPP_Release_National_318.pdf,Pollster,Dem,,1
